Pays;Type;Metal;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018
Albanie;Production;Fer;;;;;;;;;;;;1150000;1200000;1200000;1179000;1093000;446000;21000;;;;;;;;;;;;;;;;;;;;;;;;;;
Algerie;Production;Fer;;;;;;;;;;;;3359000;3382000;3118000;2748300;2941000;2344000;2523000;2311500;2014000;2192000;2244000;;;;;;;;;;;;;;;;;;;;;;
Argentine;Production;Fer;;;;;;;;;;;;809525;567047;673707;645189;775073;160684;5958;3267;67000;;;;;;;;;;;;;;;;;;;;;;;;
Australie;Production;Fer;;;;;;;;;;;;94014818;101747638;96084000;105000000;110509000;117673000;112115000;120534000;128493000;142936000;152138000;;;;;;;;;;;;;;;;;;;;;;
Autriche;Production;Fer;;;;;;;;;;;;3120000;3050000;2300000;2410000;2300000;2120000;1627000;1427000;1644000;2107000;1860300;;;;;;;;;;;;;;;;;;;;;;
Azerbaijan;Production;Fer;;;;;;;;;;;;;;;;;;400000;300000;;;;;;;;;;;;;;;;;;;;;;;;;
Bolivie;Production;Fer;;;;;;;;;;;;;0;53000;14254;125264;101642;34956;32108;;;;;;;;;;;;;;;;;;;;;;;;;
Bosnie-Herzégovine;Production;Fer;;;;;;;;;;;;;;;;;;500000;250000;200000;150000;150000;;;;;;;;;;;;;;;;;;;;;;
Brézil;Production;Fer;;;;;;;;;;;;129376538;134493672;146004330;158340531;152303718;151764214;150564708;154220354;177366940;184540460;174190720;;;;;;;;;;;;;;;;;;;;;;
Bulgarie;Production;Fer;;;;;;;;;;;;2179000;1850000;1826000;1613000;1079293;300000;393000;452000;466000;824000;1000000;;;;;;;;;;;;;;;;;;;;;;
Canada;Production;Fer;;;;;;;;;;;;36166884;36980000;40353000;40509000;34855000;36383000;32697000;30505000;36566000;37288000;35689000;;;;;;;;;;;;;;;;;;;;;;
Chili;Production;Fer;;;;;;;;;;;;7008975;6690168;7865712;8760684;8247908;8414443;7224030;7379016;8340505;8431647;9081661;;;;;;;;;;;;;;;;;;;;;;
Chine;Production;Fer;;;;;;;;;;;;149450000;161430000;167700000;171854000;179344000;190558000;210220000;225990700;250560000;262099600;252282700;;;;;;;;;;;;;;;;;;;;;;
Colombie;Production;Fer;;;;;;;;;;;;523082;610521;614727;567353;628257;607329;674219;544775;609915;734000;605716;;;;;;;;;;;;;;;;;;;;;;
Cuba;Production;Fer;;;;;;;;;;;;20000;168500;294400;171400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Slovaquie;Production;Fer;;;;;;;;;;;;1784000;1798000;1773000;1780000;1831000;1738000;1500000;;;;;;;;;;;;;;;;;;;;;;;;;;
Égypte;Production;Fer;;;;;;;;;;;;1998813;2047578;2112026;2562351;2405000;2131000;2287000;2229000;2703000;2433000;2429901;;;;;;;;;;;;;;;;;;;;;;
Finlande;Production;Fer;;;;;;;;;;;;643000;648000;555550;35170;69014;32672;35000;17000;11000;;;;;;;;;;;;;;;;;;;;;;;;
France;Production;Fer;;;;;;;;;;;;12436000;11225000;9869000;9187000;8023000;7490000;5707000;3550000;2418000;1496000;1459900;;;;;;;;;;;;;;;;;;;;;;
Allemagne;Production;Fer;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Allemagne;Production;Fer;;;;;;;;;;;;717000;247300;70000;102000;84000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Allemagne;Production;Fer;;;;;;;;;;;;;;;;;118000;109468;145640;145760;68720;104280;;;;;;;;;;;;;;;;;;;;;;
Hongrie;Production;Fer;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Inde;Production;Fer;;;;;;;;;;;;51610000;49411000;49961000;51434000;53702000;56915000;57495000;59645000;64507000;67418000;68173000;;;;;;;;;;;;;;;;;;;;;;
Indonésie;Production;Fer;;;;;;;;;;;;153271;193986;202778;142654;142143;173242;287821;341335;334895;348371;425101;;;;;;;;;;;;;;;;;;;;;;
Iran;Production;Fer;;;;;;;;;;;;2800000;1621504;2004832;2296407;2611388;3888100;4193650;8652900;6244735;6463440;7426606;;;;;;;;;;;;;;;;;;;;;;
Japon;Production;Fer;;;;;;;;;;;;289731;263367;99418;41425;34092;31444;39791;10621;3058;;;;;;;;;;;;;;;;;;;;;;;;
Kazakhstan;Production;Fer;;;;;;;;;;;;;;;;;;17671000;13128900;10520000;14902200;12975100;;;;;;;;;;;;;;;;;;;;;;
Corée du Sud;Production;Fer;;;;;;;;;;;;582300;469500;390000;344300;298300;221525;221592;218663;191313;184443;221163;;;;;;;;;;;;;;;;;;;;;;
Corée du Nord;Production;Fer;;;;;;;;;;;;8000000;8000000;9500000;9500000;9500000;9500000;5747000;;4586000;4221000;3440000;;;;;;;;;;;;;;;;;;;;;;
Liberia;Production;Fer;;;;;;;;;;;;14233000;13210000;12767000;7007121;3981000;1200000;1710000;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
Malaisie;Production;Fer;;;;;;;;;;;;207963;161287;201821;192573;344186;375869;319919;245849;243182;202322;325114;;;;;;;;;;;;;;;;;;;;;;
Mauritanie;Production;Fer;;;;;;;;;;;;7200000;9100000;9530000;11950000;11590000;10246000;8835000;10600000;11579000;11743000;11363000;;;;;;;;;;;;;;;;;;;;;;
Mexique;Production;Fer;;;;;;;;;;;;7299100;7522900;8431000;8141000;8073000;7540000;7809000;8480000;8358000;10704000;11809000;;;;;;;;;;;;;;;;;;;;;;
Maroc;Production;Fer;;;;;;;;;;;;195600;279378;156416;176057;149540;98676;84679;66318;65233;47192;11842;;;;;;;;;;;;;;;;;;;;;;
Nouvelle-Zélande;Production;Fer;;;;;;;;;;;;2601345;2294370;2351593;2366635;2296153;2264849;2934111;2388783;2080115;2362197;2333715;;;;;;;;;;;;;;;;;;;;;;
Nigeria;Production;Fer;;;;;;;;;;;;;240000;313192;66396;307528;350000;;;;;31912;;;;;;;;;;;;;;;;;;;;;;
Macédoine du Nord;Production;Fer;;;;;;;;;;;;;;;;;;20000;20000;20000;15000;15000;;;;;;;;;;;;;;;;;;;;;;
Norvège;Production;Fer;;;;;;;;;;;;3618239;3114569;2600248;2322776;2235062;2360540;2258409;2284626;2459955;2168381;1554599;;;;;;;;;;;;;;;;;;;;;;
Perou;Production;Fer;;;;;;;;;;;;5025998;5100017;4158132;4490237;3308249;3592976;2848071;5203991;6943437;5975967;4467689;;;;;;;;;;;;;;;;;;;;;;
Philippines;Production;Fer;;;;;;;;;;;;14978;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pologne;Production;Fer;;;;;;;;;;;;8800;6300;6300;7400;2400;100;;;;;;;;;;;;;;;;;;;;;;;;;;;
Portugal;Production;Fer;;;;;;;;;;;;54700;27250;23300;12800;14080;16070;14545;16175;14330;14535;18620;;;;;;;;;;;;;;;;;;;;;;
Roumanie;Production;Fer;;;;;;;;;;;;2431000;2281000;2252000;2482385;2002000;1461000;1229000;856000;950800;865000;860000;;;;;;;;;;;;;;;;;;;;;;
Russie;Production;Fer;;;;;;;;;;;;;;;;;;82100000;76100000;73300000;78300000;72100000;;;;;;;;;;;;;;;;;;;;;;
Serbie;Production;Fer;;;;;;;;;;;;;;;;;;38934;25690;9320;5520;5200;;;;;;;;;;;;;;;;;;;;;;
Slovaquie;Production;Fer;;;;;;;;;;;;;;;;;;;1092000;1021000;405000;436000;;;;;;;;;;;;;;;;;;;;;;
Afrique du sud;Production;Fer;;;;;;;;;;;;24482538;22008032;25247678;29958256;30290945;29075422;28225859;29385168;32321215;31945511;30829900;;;;;;;;;;;;;;;;;;;;;;
Russie;Production;Fer;;;;;;;;;;;;250000000;251000000;250000000;241000000;236000000;199300000;;;;;;;;;;;;;;;;;;;;;;;;;;;
Espagne;Production;Fer;;;;;;;;;;;;6053932;4499599;4212276;4563300;3012000;3120000;2967081;2505934;2082276;2028798;1263318;;;;;;;;;;;;;;;;;;;;;;
Suède;Production;Fer;;;;;;;;;;;;30490000;29294000;20447000;21763000;19877000;19328000;21234000;20605000;22149000;23682000;23766000;;;;;;;;;;;;;;;;;;;;;;
Thailand;Production;Fer;;;;;;;;;;;;37330;97026;99257;177373;128626;240075;427242;208939;142795;34480;85880;;;;;;;;;;;;;;;;;;;;;;
Tunisie;Production;Fer;;;;;;;;;;;;310000;295000;325117;279994;290708;295000;291000;354000;288000;226200;238800;;;;;;;;;;;;;;;;;;;;;;
Turquie;Production;Fer;;;;;;;;;;;;5248789;5365794;5480916;4518174;4924874;5334502;5579000;5070000;5772046;4931176;6279951;;;;;;;;;;;;;;;;;;;;;;
États-Unis;Production;Fer;;;;;;;;;;;;39448000;47648000;57515000;59032000;56408000;56761000;55593000;55676000;58454000;62501000;62083000;;;;;;;;;;;;;;;;;;;;;;
Ukraine;Production;Fer;;;;;;;;;;;;;;;;;;75689000;65335000;51464000;50741000;47590000;;;;;;;;;;;;;;;;;;;;;;
Royaume-Uni;Production;Fer;;;;;;;;;;;;289000;262700;224100;34300;55300;59400;30900;1068;1271;1051;1190;;;;;;;;;;;;;;;;;;;;;;
Venezuela;Production;Fer;;;;;;;;;;;;16753406;17782079;18931793;18398000;20365844;20343000;18887115;16871071;18318464;18954920;18454912;;;;;;;;;;;;;;;;;;;;;;
Vietnam;Production;Fer;;;;;;;;;;;;;;;;;;;;;;193000;;;;;;;;;;;;;;;;;;;;;;
Serbie;Production;Fer;;;;;;;;;;;;6618122;5983000;5545155;5079691;4132173;2574000;;;;;;;;;;;;;;;;;;;;;;;;;;;
Zimbabwe;Production;Fer;;;;;;;;;;;;1115000;1328393;1020900;1142995;1260000;1137000;1179400;374493;3500;311352;323942;;;;;;;;;;;;;;;;;;;;;;
Algerie;Production;Plomb;;;;;;;;;;;;3500;2000;2300;1700;1100;1100;900;900;700;900;600;;;;;;;;;;;;;;;;;;;;;;
Argentine;Production;Plomb;;;;;;;;;;;;26868;26069;28549;26650;23365;23697;17956;11826;9981;10521;11272;;;;;;;;;;;;;;;;;;;;;;
Australie;Production;Plomb;;;;;;;;;;;;447673;489150;462170;495000;565000;579000;580000;510000;505000;455000;527000;;;;;;;;;;;;;;;;;;;;;;
Autriche;Production;Plomb;;;;;;;;;;;;5699;6437;3315;2345;2187;1915;1715;2047;;;;;;;;;;;;;;;;;;;;;;;;;
Bolivie;Production;Plomb;;;;;;;;;;;;3121;9118;12531;15728;19913;20810;20002;21220;19678;20387;16538;;;;;;;;;;;;;;;;;;;;;;
Bosnie-Herzégovine;Production;Plomb;;;;;;;;;;;;;;;;;;800;200;200;;;;;;;;;;;;;;;;;;;;;;;;
Brézil;Production;Plomb;;;;;;;;;;;;13614;11472;13802;14155;8809;7273;2517;117;806;5689;7894;;;;;;;;;;;;;;;;;;;;;;
Bulgarie;Production;Plomb;;;;;;;;;;;;69500;60700;60000;49500;45200;40600;39600;34400;32000;32500;28500;;;;;;;;;;;;;;;;;;;;;;
Myanmar;Production;Plomb;;;;;;;;;;;;6600;4600;6000;5200;2300;4800;2700;1900;2300;4800;2200;;;;;;;;;;;;;;;;;;;;;;
Canada;Production;Plomb;;;;;;;;;;;;349281;423207;366564;276065;241277;276528;343808;183155;170909;210286;257253;;;;;;;;;;;;;;;;;;;;;;
Chili;Production;Plomb;;;;;;;;;;;;1501;829;1359;1241;1120;1050;298;344;1008;944;1374;;;;;;;;;;;;;;;;;;;;;;
Chine;Production;Plomb;;;;;;;;;;;;226800;267300;311600;341400;315300;352000;330200;346300;461900;514200;643400;;;;;;;;;;;;;;;;;;;;;;
Colombie;Production;Plomb;;;;;;;;;;;;101;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
République du Congo;Production;Plomb;;;;;;;;;;;;400;430;760;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Slovaquie;Production;Plomb;;;;;;;;;;;;2944;2849;2814;2670;2997;3375;2000;;;;;;;;;;;;;;;;;;;;;;;;;;
Finlande;Production;Plomb;;;;;;;;;;;;1980;2401;1924;2552;2424;2531;923;0;0;0;1200;;;;;;;;;;;;;;;;;;;;;;
France;Production;Plomb;;;;;;;;;;;;2478;2199;2000;1060;1141;1745;;;;;;;;;;;;;;;;;;;;;;;;;;;
Géorgie;Production;Plomb;;;;;;;;;;;;;;;;;;800;500;400;;;;;;;;;;;;;;;;;;;;;;;;
Allemagne;Production;Plomb;;;;;;;;;;;;22200;24500;17900;9300;8600;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Allemagne;Production;Plomb;;;;;;;;;;;;;;;;;7300;2100;;;;;;;;;;;;;;;;;;;;;;;;;;
Grèce;Production;Plomb;;;;;;;;;;;;20873;20600;25900;25100;26200;31700;28300;26400;19740;14283;8383;;;;;;;;;;;;;;;;;;;;;;
Groenland;Production;Plomb;;;;;;;;;;;;17000;21000;23000;24000;16000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Honduras;Production;Plomb;;;;;;;;;;;;6454;3728;11195;5936;4237;8719;9561;3838;2777;2461;4669;;;;;;;;;;;;;;;;;;;;;;
Hongrie;Production;Plomb;;;;;;;;;;;;174;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Inde;Production;Plomb;;;;;;;;;;;;25000;29000;23300;25000;25500;25000;30500;26000;23900;34000;35000;;;;;;;;;;;;;;;;;;;;;;
Iran;Production;Plomb;;;;;;;;;;;;22000;20000;17000;10500;9200;16900;12400;14700;18300;15900;15700;;;;;;;;;;;;;;;;;;;;;;
ireland;Production;Plomb;;;;;;;;;;;;36400;33800;32500;32100;35300;39900;42900;48300;53700;46100;45300;;;;;;;;;;;;;;;;;;;;;;
Italie;Production;Plomb;;;;;;;;;;;;11119;12202;16503;14600;15600;14000;18000;7404;13902;15400;13900;;;;;;;;;;;;;;;;;;;;;;
Japon;Production;Plomb;;;;;;;;;;;;34998;28024;22090;18595;18727;18329;18839;16470;9946;9659;7753;;;;;;;;;;;;;;;;;;;;;;
Kazakhstan;Production;Plomb;;;;;;;;;;;;;;;;;;130000;183837;69000;30500;29000;;;;;;;;;;;;;;;;;;;;;;
Kenya;Production;Plomb;;;;;;;;;;;;;;700;500;700;600;0;396;350;4;;;;;;;;;;;;;;;;;;;;;;;
Corée du Sud;Production;Plomb;;;;;;;;;;;;11863;13998;14457;16535;14857;12633;13628;7409;2173;4064;5131;;;;;;;;;;;;;;;;;;;;;;
Corée du Nord;Production;Plomb;;;;;;;;;;;;85000;90000;90000;70000;60000;80000;70000;70000;55000;50000;40000;;;;;;;;;;;;;;;;;;;;;;
Mexique;Production;Plomb;;;;;;;;;;;;182672;177161;171337;163017;177279;160406;172563;181741;163836;164348;173831;;;;;;;;;;;;;;;;;;;;;;
Maroc;Production;Plomb;;;;;;;;;;;;77152;75185;75079;66629;71822;77531;59600;81680;73160;68870;75253;;;;;;;;;;;;;;;;;;;;;;
Namibie;Production;Plomb;;;;;;;;;;;;23326;23692;24446;23389;19386;16058;20000;18000;21100;22100;20300;;;;;;;;;;;;;;;;;;;;;;
Nigeria;Production;Plomb;;;;;;;;;;;;100;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macédoine du Nord;Production;Plomb;;;;;;;;;;;;;;;;;46500;31600;32700;28600;24700;26900;;;;;;;;;;;;;;;;;;;;;;
Norvège;Production;Plomb;;;;;;;;;;;;3366;3071;2957;3841;3241;3945;4170;2245;3160;1462;2083;;;;;;;;;;;;;;;;;;;;;;
Perou;Production;Plomb;;;;;;;;;;;;194378;203950;149037;192213;187827;199811;194225;218507;235042;237597;248929;;;;;;;;;;;;;;;;;;;;;;
Pologne;Production;Plomb;;;;;;;;;;;;42500;48800;64000;65900;61300;65300;51000;49100;51600;58100;58700;;;;;;;;;;;;;;;;;;;;;;
Roumanie;Production;Plomb;;;;;;;;;;;;36300;37500;36200;39400;25100;16200;16700;16929;23838;23194;21356;;;;;;;;;;;;;;;;;;;;;;
Russie;Production;Plomb;;;;;;;;;;;;;;;;;;43500;44400;25000;22800;23000;;;;;;;;;;;;;;;;;;;;;;
Serbie;Production;Plomb;;;;;;;;;;;;;;;;;;22661;9229;2667;3342;16005;;;;;;;;;;;;;;;;;;;;;;
Slovaquie;Production;Plomb;;;;;;;;;;;;;;;;;;;1800;;;;;;;;;;;;;;;;;;;;;;;;;
Slovenie;Production;Plomb;;;;;;;;;;;;;;;;;;1000;1000;;;;;;;;;;;;;;;;;;;;;;;;;
Afrique du sud;Production;Plomb;;;;;;;;;;;;97778;93642;90233;78171;69417;76262;75806;100171;95824;88501;88613;;;;;;;;;;;;;;;;;;;;;;
Russie;Production;Plomb;;;;;;;;;;;;520000;510000;270000;260000;238900;205600;;;;;;;;;;;;;;;;;;;;;;;;;;;
Espagne;Production;Plomb;;;;;;;;;;;;82057;81629;74672;62783;61472;49200;30447;25503;23978;30077;23732;;;;;;;;;;;;;;;;;;;;;;
Suède;Production;Plomb;;;;;;;;;;;;91729;95141;91579;88967;98259;91127;105295;111709;112787;100070;98812;;;;;;;;;;;;;;;;;;;;;;
Tajikistan;Production;Plomb;;;;;;;;;;;;;;;;;;2000;1600;1200;1000;2500;;;;;;;;;;;;;;;;;;;;;;
Thailand;Production;Plomb;;;;;;;;;;;;38369;34286;42998;36008;32431;24332;11200;5700;7500;13000;19500;;;;;;;;;;;;;;;;;;;;;;
Tunisie;Production;Plomb;;;;;;;;;;;;1900;2100;2200;1700;1780;800;800;540;2900;6600;4765;;;;;;;;;;;;;;;;;;;;;;
Turquie;Production;Plomb;;;;;;;;;;;;9626;9094;10212;14138;18371;12145;9900;11000;9800;10376;11736;;;;;;;;;;;;;;;;;;;;;;
États-Unis;Production;Plomb;;;;;;;;;;;;353100;318700;394000;420200;496500;476900;406600;362400;370200;393640;435945;;;;;;;;;;;;;;;;;;;;;;
Royaume-Uni;Production;Plomb;;;;;;;;;;;;648;691;1185;2161;1377;1000;1000;1000;2000;1600;1800;;;;;;;;;;;;;;;;;;;;;;
Ouzbékistan;Production;Plomb;;;;;;;;;;;;;;;;;;30000;30200;19000;15000;10000;;;;;;;;;;;;;;;;;;;;;;
Serbie;Production;Plomb;;;;;;;;;;;;116944;106670;103286;105161;99148;84500;;;;;;;;;;;;;;;;;;;;;;;;;;;
Zambie;Production;Plomb;;;;;;;;;;;;15375;12380;12356;12300;12094;9800;6100;7600;600;;;;;;;;;;;;;;;;;;;;;;;;
Argentine;Production;Lithium;;;;;;;;;;;;184;178;119;104;69;287;620;300;400;400;400;;;;;;;;;;;;;;;;;;;;;;
Australie;Production;Lithium;;;;;;;;;;;;8530;16621;27396;40000;50576;43281;39980;33353;61708;80135;139287;;;;;;;;;;;;;;;;;;;;;;
Brézil;Production;Lithium;;;;;;;;;;;;49;52;25;159;38;28;15;18;12;29;41;;;;;;;;;;;;;;;;;;;;;;
Brézil;Production;Lithium;;;;;;;;;;;;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brézil;Production;Lithium;;;;;;;;;;;;1614;2946;1115;1133;334;212;238;180;70;137;30;;;;;;;;;;;;;;;;;;;;;;
Brézil;Production;Lithium;;;;;;;;;;;;366;505;331;296;103;1721;3439;5293;7315;7005;6500;;;;;;;;;;;;;;;;;;;;;;
Canada;Production;Lithium;;;;;;;;;;;;8200;11300;11300;8700;9200;11300;18500;18900;20000;21000;22000;;;;;;;;;;;;;;;;;;;;;;
Chili;Production;Lithium;;;;;;;;;;;;4458;6139;7332;7508;9082;8575;10823;10369;10439;12943;14180;;;;;;;;;;;;;;;;;;;;;;
Chine;Production;Lithium;;;;;;;;;;;;15000;15000;15000;15000;15000;15500;7220;44444;41511;49897;40640;;;;;;;;;;;;;;;;;;;;;;
Namibie;Production;Lithium;;;;;;;;;;;;855;927;1642;1398;1268;1152;1162;739;1362;2611;1971;;;;;;;;;;;;;;;;;;;;;;
Portugal;Production;Lithium;;;;;;;;;;;;1800;9380;14109;16275;20775;18970;15000;13289;11352;8740;7626;;;;;;;;;;;;;;;;;;;;;;
Russie;Production;Lithium;;;;;;;;;;;;55000;55000;55000;55000;55000;50000;;;;;;;;;;;;;;;;;;;;;;;;;;;
États-Unis;Production;Lithium;;;;;;;;;;;;4000;4000;4000;4500;4000;4000;3500;3500;3500;3500;4000;;;;;;;;;;;;;;;;;;;;;;
Zimbabwe;Production;Lithium;;;;;;;;;;;;32760;14959;15073;20647;19053;9186;12837;18064;25279;33498;30929;;;;;;;;;;;;;;;;;;;;;;
Brézil;Production;Magnésium;;;;;;;;;;;;4356;5488;5866;5613;8700;7800;7300;9700;9700;9700;9000;;;;;;;;;;;;;;;;;;;;;;
Canada;Production;Magnésium;;;;;;;;;;;;8748;9373;8000;7200;26726;35500;25800;23000;30000;46000;46000;;;;;;;;;;;;;;;;;;;;;;
Chine;Production;Magnésium;;;;;;;;;;;;9000;3000;3200;3658;5900;6000;10500;13200;24000;93600;73200;;;;;;;;;;;;;;;;;;;;;;
France;Production;Magnésium;;;;;;;;;;;;13361;13605;13776;14600;14600;14000;13600;10980;12500;14450;14000;;;;;;;;;;;;;;;;;;;;;;
Inde;Production;Magnésium;;;;;;;;;;;;;;;;;;1000;1000;1000;1000;1000;;;;;;;;;;;;;;;;;;;;;;
Israel;Production;Magnésium;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;
Italie;Production;Magnésium;;;;;;;;;;;;7245;7626;5589;5768;5937;3919;1211;;;;;;;;;;;;;;;;;;;;;;;;;;
Japon;Production;Magnésium;;;;;;;;;;;;8116;8180;9012;12075;12843;11559;7119;7471;3000;;;;;;;;;;;;;;;;;;;;;;;;
Kazakhstan;Production;Magnésium;;;;;;;;;;;;;;;;;;3000;2000;2967;8972;13431;;;;;;;;;;;;;;;;;;;;;;
Norvège;Production;Magnésium;;;;;;;;;;;;56864;56853;50317;52872;48222;44300;30400;27300;27600;32000;37790;;;;;;;;;;;;;;;;;;;;;;
Russie;Production;Magnésium;;;;;;;;;;;;;;;;;;40000;30000;35400;37500;31500;;;;;;;;;;;;;;;;;;;;;;
Serbie;Production;Magnésium;;;;;;;;;;;;;;;;;;4055;0;0;2560;3090;;;;;;;;;;;;;;;;;;;;;;
Russie;Production;Magnésium;;;;;;;;;;;;86000;86000;90000;91000;88000;80000;;;;;;;;;;;;;;;;;;;;;;;;;;;
États-Unis;Production;Magnésium;;;;;;;;;;;;125639;124396;141983;152066;139333;131288;136947;132144;128475;142100;133100;;;;;;;;;;;;;;;;;;;;;;
Ukraine;Production;Magnésium;;;;;;;;;;;;;;;;;;15000;14900;12000;13000;12896;;;;;;;;;;;;;;;;;;;;;;
Serbie;Production;Magnésium;;;;;;;;;;;;4897;5932;6176;6106;5788;5360;;;;;;;;;;;;;;;;;;;;;;;;;;;
Argentine;Production;Manganèse;;;;;;;;;;;;9886;6393;9339;5884;3338;4823;;;;;;;;;;;;;;;;;;;;;;;;;;;
Australie;Production;Manganèse;;;;;;;;;;;;1648921;1853279;1986000;2119000;1932000;1470000;1285000;2092000;1985000;2176000;2109000;;;;;;;;;;;;;;;;;;;;;;
Autriche;Production;Manganèse;;;;;;;;;;;;58945;57486;44273;46483;43141;39925;30752;26890;31288;42463;35255;;;;;;;;;;;;;;;;;;;;;;
Bosnie-Herzégovine;Production;Manganèse;;;;;;;;;;;;;;;;;;10000;2000;2000;2000;2000;;;;;;;;;;;;;;;;;;;;;;
Brézil;Production;Manganèse;;;;;;;;;;;;2696799;2067385;1990646;2225413;2790372;2000000;2000000;2012144;2440991;2613477;2735746;;;;;;;;;;;;;;;;;;;;;;
Bulgarie;Production;Manganèse;;;;;;;;;;;;37000;38000;35000;32000;39000;34000;25500;15500;0;19000;44270;;;;;;;;;;;;;;;;;;;;;;
Myanmar;Production;Manganèse;;;;;;;;;;;;;;;;;;236000;65000;352000;335000;409000;;;;;;;;;;;;;;;;;;;;;;
Chili;Production;Manganèse;;;;;;;;;;;;31631;31803;43655;43806;39697;43767;49857;62989;62870;70449;62887;;;;;;;;;;;;;;;;;;;;;;
Chine;Production;Manganèse;;;;;;;;;;;;2700000;2600000;3200000;3330000;4060000;5158000;5592300;7301000;5787000;8010700;7663300;;;;;;;;;;;;;;;;;;;;;;
Slovaquie;Production;Manganèse;;;;;;;;;;;;900;900;900;900;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gabon;Production;Manganèse;;;;;;;;;;;;2440000;2403174;2254135;2592407;2422968;1620388;1556000;1264000;1435000;1930000;1983000;;;;;;;;;;;;;;;;;;;;;;
Géorgie;Production;Manganèse;;;;;;;;;;;;;;;;;;293000;36800;29300;41900;101900;;;;;;;;;;;;;;;;;;;;;;
Ghana;Production;Manganèse;;;;;;;;;;;;259300;253600;230900;334200;382100;485100;279019;361700;269200;205200;447900;;;;;;;;;;;;;;;;;;;;;;
Grèce;Production;Manganèse;;;;;;;;;;;;4560;4024;3725;3034;5400;5000;2133;2082;1960;2130;2572;;;;;;;;;;;;;;;;;;;;;;
Hongrie;Production;Manganèse;;;;;;;;;;;;62172;69964;80983;84247;60000;30000;18000;59000;67230;56360;47000;;;;;;;;;;;;;;;;;;;;;;
Inde;Production;Manganèse;;;;;;;;;;;;1284081;1275111;1332629;1334214;1393000;1401000;1902650;1696111;1680975;1836705;1870783;;;;;;;;;;;;;;;;;;;;;;
Indonésie;Production;Manganèse;;;;;;;;;;;;7985;9360;10278;9076;9472;13253;;;;;;;;;;;;;;;;;;;;;;;;;;;
Iran;Production;Manganèse;;;;;;;;;;;;34000;62784;74630;80953;54404;49690;38475;75987;96115;99332;82694;;;;;;;;;;;;;;;;;;;;;;
Italie;Production;Manganèse;;;;;;;;;;;;6396;3802;9701;5899;6654;8350;8198;8176;7472;6448;6523;;;;;;;;;;;;;;;;;;;;;;
Japon;Production;Manganèse;;;;;;;;;;;;5905;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kazakhstan;Production;Manganèse;;;;;;;;;;;;;;;;;;100000;;452000;49200;472900;;;;;;;;;;;;;;;;;;;;;;
Malaisie;Production;Manganèse;;;;;;;;;;;;;;;;;;;0;0;27000;13000;;;;;;;;;;;;;;;;;;;;;;
Mexique;Production;Manganèse;;;;;;;;;;;;459000;385300;443600;394400;365400;206500;362500;305300;240200;370200;485243;;;;;;;;;;;;;;;;;;;;;;
Maroc;Production;Manganèse;;;;;;;;;;;;40334;42500;30000;33680;49450;59255;49120;42585;31452;31263;29466;;;;;;;;;;;;;;;;;;;;;;
Namibie;Production;Manganèse;;;;;;;;;;;;;;;;;;0;0;30000;100000;92647;;;;;;;;;;;;;;;;;;;;;;
Philippines;Production;Manganèse;;;;;;;;;;;;780;445;2251;3002;15001;4064;3224;;;;;;;;;;;;;;;;;;;;;;;;;;
Roumanie;Production;Manganèse;;;;;;;;;;;;67000;65000;65000;60000;40000;20000;100000;125000;137000;130000;150000;;;;;;;;;;;;;;;;;;;;;;
Afrique du sud;Production;Manganèse;;;;;;;;;;;;190647;146310;125717;78680;83784;47447;89022;67188;50216;47881;;;;;;;;;;;;;;;;;;;;;;;
Afrique du sud;Production;Manganèse;;;;;;;;;;;;4091305;3148002;3896810;4805343;4318306;3098613;2374613;2439501;2825082;3150688;3240069;;;;;;;;;;;;;;;;;;;;;;
Russie;Production;Manganèse;;;;;;;;;;;;9300000;9400000;9100000;9100000;8500000;7240000;;;;;;;;;;;;;;;;;;;;;;;;;;;
Thailand;Production;Manganèse;;;;;;;;;;;;4888;9148;7947;11044;16652;11032;7827;6455;6452;3478;3095;;;;;;;;;;;;;;;;;;;;;;
Turquie;Production;Manganèse;;;;;;;;;;;;7770;800;8900;8900;8900;8900;18400;37491;34500;37000;37500;;;;;;;;;;;;;;;;;;;;;;
